center_name,center_slug,country,boutique_name,category,is_open,has_deals,date_ouverture,date_fermeture,boutique_path
Val d'Europe,val-d-europe,France,Boutique de la Vape,Autre,True,False,,,/boutiques-restaurants/boutique-de-la-vape
Val d'Europe,val-d-europe,France,Borromée Joaillier,"Culture, Loisirs & Cadeaux",True,True,,,/boutiques-restaurants/borromee-joaillier
Val d'Europe,val-d-europe,France,Body Minute,Santé & Beauté,True,False,,,/boutiques-restaurants/body-minute
Val d'Europe,val-d-europe,France,BioTech USA,Santé & Beauté,True,False,,,/boutiques-restaurants/biotechusa
Val d'Europe,val-d-europe,France,Bershka,Mode,True,False,,,/boutiques-restaurants/bershka
Val d'Europe,val-d-europe,France,Cigusto,Autre,True,False,,,/boutiques-restaurants/point-smoke
Val d'Europe,val-d-europe,France,Chikin Bang,Restauration,True,False,,,/boutiques-restaurants/chikin-bang
Val d'Europe,val-d-europe,France,Crep'eat,Autre,True,False,,,/boutiques-restaurants/creap-eat
Val d'Europe,val-d-europe,France,Courir,Mode,True,True,,,/boutiques-restaurants/courir
Val d'Europe,val-d-europe,France,Cordonnerie multiservices,"Culture, Loisirs & Cadeaux",True,False,,,/boutiques-restaurants/cordonnerie
Val d'Europe,val-d-europe,France,Cleor,"Culture, Loisirs & Cadeaux",True,False,,,/boutiques-restaurants/cleor
Val d'Europe,val-d-europe,France,Claire's,"Culture, Loisirs & Cadeaux",True,False,,,/boutiques-restaurants/claire-s
Val d'Europe,val-d-europe,France,Chantelle,Mode,True,True,,,/boutiques-restaurants/chantelle
Val d'Europe,val-d-europe,France,Celio Club,Mode,True,False,,,/boutiques-restaurants/celio-club
Val d'Europe,val-d-europe,France,Celio,Mode,True,False,,,/boutiques-restaurants/celio
Val d'Europe,val-d-europe,France,Carré Blanc,Autre,True,False,,,/boutiques-restaurants/carre-blanc
Val d'Europe,val-d-europe,France,Caroll,Mode,True,False,,,/boutiques-restaurants/caroll
Val d'Europe,val-d-europe,France,Cap'Tonic,Divertissement,True,False,,,/boutiques-restaurants/cap-tonic
Val d'Europe,val-d-europe,France,Calzedonia,Mode,True,False,,,/boutiques-restaurants/calzedonia
Val d'Europe,val-d-europe,France,Café coton,Mode,True,False,,,/boutiques-restaurants/cafe-coton
Val d'Europe,val-d-europe,France,Cabaïa,Mode,True,False,,,/boutiques-restaurants/cabaia
Val d'Europe,val-d-europe,France,Dunkin',Autre,True,False,,,/boutiques-restaurants/dunkin
Val d'Europe,val-d-europe,France,Draeger,Maison & Décoration,True,True,,,/boutiques-restaurants/draeger
Val d'Europe,val-d-europe,France,DEVRED,Mode,True,False,,,/boutiques-restaurants/devred
Val d'Europe,val-d-europe,France,Desigual,Mode,True,False,,,/boutiques-restaurants/desigual
Val d'Europe,val-d-europe,France,Ephemera - Wonderwoods,Autre,True,False,,,/boutiques-restaurants/wonderwoods
Val d'Europe,val-d-europe,France,Etam Lingerie,Mode,True,False,,,/boutiques-restaurants/etam-lingerie
Val d'Europe,val-d-europe,France,FOODZILLA,Restauration,True,True,,,/boutiques-restaurants/foodzilla
Val d'Europe,val-d-europe,France,FATHER & SONS,Mode,True,False,,,/boutiques-restaurants/father-and-sons
Val d'Europe,val-d-europe,France,Foot Locker,Mode,True,False,,,/boutiques-restaurants/foot-locker
Val d'Europe,val-d-europe,France,Fort Boyard Aventures,"Culture, Loisirs & Cadeaux",True,False,,,/boutiques-restaurants/fort-boyard-aventures
Val d'Europe,val-d-europe,France,Factory & Co,"Culture, Loisirs & Cadeaux",True,False,,,/boutiques-restaurants/factory-co
Val d'Europe,val-d-europe,France,Free,Services,True,True,,,/boutiques-restaurants/free
Val d'Europe,val-d-europe,France,Franck Provost,Santé & Beauté,True,True,,,/boutiques-restaurants/franck-provost
Val d'Europe,val-d-europe,France,FNAC,"Culture, Loisirs & Cadeaux",True,False,,,/boutiques-restaurants/fnac
Val d'Europe,val-d-europe,France,Finsbury,Mode,True,False,,,/boutiques-restaurants/finsbury
Val d'Europe,val-d-europe,France,Falconeri,Mode,True,False,,,/boutiques-restaurants/falconeri
Val d'Europe,val-d-europe,France,GrandOptical,Autre,True,True,,,/boutiques-restaurants/grandoptical
Val d'Europe,val-d-europe,France,Générale d'Optique,Santé & Beauté,True,True,,,/boutiques-restaurants/generale-d-optique
Val d'Europe,val-d-europe,France,GEOX,Mode,True,False,,,/boutiques-restaurants/geox
Val d'Europe,val-d-europe,France,Havaianas,Mode,True,False,,,/boutiques-restaurants/havaianas-val-d-europe
Val d'Europe,val-d-europe,France,Hokkaïdo,Autre,True,False,,,/boutiques-restaurants/hokka-do
Val d'Europe,val-d-europe,France,Hippopotamus,Restauration,False,False,,,/boutiques-restaurants/hippopotamus
Val d'Europe,val-d-europe,France,HORACE,"Culture, Loisirs & Cadeaux",True,False,,,/boutiques-restaurants/horace
Val d'Europe,val-d-europe,France,H&M,Mode,True,False,,,/boutiques-restaurants/h-m
Val d'Europe,val-d-europe,France,Histoire d'Or,"Culture, Loisirs & Cadeaux",True,False,,,/boutiques-restaurants/histoire-d-or
Val d'Europe,val-d-europe,France,HEMA,Autre,True,False,,,/boutiques-restaurants/hema
Val d'Europe,val-d-europe,France,IZAC,Mode,True,True,,,/boutiques-restaurants/izac
Val d'Europe,val-d-europe,France,It Restaurant,Restauration,True,False,,,/boutiques-restaurants/it-restaurant
Val d'Europe,val-d-europe,France,Indiana Café,Autre,True,True,,,/boutiques-restaurants/indiana-cafe
Val d'Europe,val-d-europe,France,Illy,Autre,True,False,,,/boutiques-restaurants/illy
Val d'Europe,val-d-europe,France,Italian Queen,Autre,True,False,,,/boutiques-restaurants/italian-queen
Val d'Europe,val-d-europe,France,Intimissimi,Mode,True,False,,,/boutiques-restaurants/intimissimi
Val d'Europe,val-d-europe,France,Intersport,Mode,True,False,,,/boutiques-restaurants/intersport
Val d'Europe,val-d-europe,France,Jack&Jones,Mode,True,False,,,/boutiques-restaurants/jack-jones
Val d'Europe,val-d-europe,France,JD Sports,Mode,True,False,,,/boutiques-restaurants/jd-sports
Val d'Europe,val-d-europe,France,Jules,Mode,True,False,,,/boutiques-restaurants/jules
Val d'Europe,val-d-europe,France,JOTT,Mode,True,False,,,/boutiques-restaurants/jott
Val d'Europe,val-d-europe,France,Jeff de Bruges,Autre,True,True,,,/boutiques-restaurants/jeff-de-bruges
Val d'Europe,val-d-europe,France,Jean-Louis David,Autre,True,True,,,/boutiques-restaurants/jean-louis-david
Val d'Europe,val-d-europe,France,Kusmi Tea,Restauration,True,True,,,/boutiques-restaurants/kusmi-tea
Val d'Europe,val-d-europe,France,KO Jump,Divertissement,True,False,,,/boutiques-restaurants/ko-jump
Val d'Europe,val-d-europe,France,Krispy Kreme,Autre,True,False,,,/boutiques-restaurants/krispy-kreme
Val d'Europe,val-d-europe,France,KIKO Milano,Santé & Beauté,True,False,,,/boutiques-restaurants/kiko-cosmetics
Val d'Europe,val-d-europe,France,Kiabi,Mode,True,False,,,/boutiques-restaurants/kiabi
Val d'Europe,val-d-europe,France,Les Georgettes,"Culture, Loisirs & Cadeaux",True,False,,,/boutiques-restaurants/les-georgettes
Val d'Europe,val-d-europe,France,Le petit Souk,Mode,True,False,,,/boutiques-restaurants/le-petit-souk
Val d'Europe,val-d-europe,France,LA CASA DE LAS CARCASAS,Autre,True,False,,,/boutiques-restaurants/la-casa-de-las-carcasas
Val d'Europe,val-d-europe,France,L'Atelier d'Amaya,Mode,True,False,,,/boutiques-restaurants/l-atelier-d-amaya
Val d'Europe,val-d-europe,France,La Cantine Libanaise,Restauration,True,False,,,/boutiques-restaurants/la-cantine-libanaise
Val d'Europe,val-d-europe,France,Legami,Autre,True,False,,,/boutiques-restaurants/legami
Val d'Europe,val-d-europe,France,Le Paradis du fruit,Autre,True,False,,,/boutiques-restaurants/le-paradis-du-fruit
Val d'Europe,val-d-europe,France,Le Noëlie,Autre,True,False,,,/boutiques-restaurants/le-noelie
Val d'Europe,val-d-europe,France,Le Dragon d'Europe,Autre,True,False,,,/boutiques-restaurants/le-dragon-d-europe
Val d'Europe,val-d-europe,France,La Fabrique Cookies,Autre,True,False,,,/boutiques-restaurants/la-fabrique-cookies
Val d'Europe,val-d-europe,France,LUSH,Santé & Beauté,True,False,,,/boutiques-restaurants/lush
Val d'Europe,val-d-europe,France,Lovisa,Autre,True,False,,,/boutiques-restaurants/lovisa
Val d'Europe,val-d-europe,France,Louis Pion,Autre,True,False,,,/boutiques-restaurants/louis-pion
Val d'Europe,val-d-europe,France,Lidl,Autre,True,False,,,/boutiques-restaurants/lidl
Val d'Europe,val-d-europe,France,Levi's Store,Mode,True,False,,,/boutiques-restaurants/levi-s-store
Val d'Europe,val-d-europe,France,Le Tanneur,Mode,True,False,,,/boutiques-restaurants/le-tanneur
Val d'Europe,val-d-europe,France,Le bar à ongles EDESIA,Autre,True,True,,,/boutiques-restaurants/le-bar-a-ongles
Val d'Europe,val-d-europe,France,La Chaise Longue,Autre,True,False,,,/boutiques-restaurants/la-chaise-longue
Val d'Europe,val-d-europe,France,La Boutique du Coiffeur,Santé & Beauté,True,True,,,/boutiques-restaurants/la-boutique-du-coiffeur
Val d'Europe,val-d-europe,France,Mc donald's rez de chaussée,Autre,True,False,,,/boutiques-restaurants/mc-donald-s-niv-1
Val d'Europe,val-d-europe,France,MATY,Autre,True,False,,,/boutiques-restaurants/maty
Val d'Europe,val-d-europe,France,Morgan,Mode,True,False,,,/boutiques-restaurants/morgan
Val d'Europe,val-d-europe,France,Maison XXL,Restauration,True,False,,,/boutiques-restaurants/maison-xxl
Val d'Europe,val-d-europe,France,Mokka,Autre,True,False,,,/boutiques-restaurants/mokka
Val d'Europe,val-d-europe,France,Melezim,Autre,True,False,,,/boutiques-restaurants/melezim
Val d'Europe,val-d-europe,France,Mc donald's Zone restauration,Autre,True,False,,,/boutiques-restaurants/mc-donald-s-niv-0
Val d'Europe,val-d-europe,France,McCafé,Autre,True,False,,,/boutiques-restaurants/mccafe
Val d'Europe,val-d-europe,France,Mangos,Mode,True,False,,,/boutiques-restaurants/mangos
Val d'Europe,val-d-europe,France,My Pop Paradise,Autre,True,True,,,/boutiques-restaurants/my-pop-paradise
Val d'Europe,val-d-europe,France,Mulligan,Mode,True,False,,,/boutiques-restaurants/mulligan
Val d'Europe,val-d-europe,France,Micromania,"Culture, Loisirs & Cadeaux",True,False,,,/boutiques-restaurants/micromania
Val d'Europe,val-d-europe,France,Mauboussin,Autre,True,True,,,/boutiques-restaurants/mauboussin
Val d'Europe,val-d-europe,France,Marc Orian,"Culture, Loisirs & Cadeaux",True,True,,,/boutiques-restaurants/marc-orian
Val d'Europe,val-d-europe,France,Mango,Mode,True,False,,,/boutiques-restaurants/mango
Val d'Europe,val-d-europe,France,Manège,Divertissement,True,True,,,/boutiques-restaurants/manege
Val d'Europe,val-d-europe,France,Maison 123,Mode,True,False,,,/boutiques-restaurants/maison-1-2-3
Val d'Europe,val-d-europe,France,MAC Cosmetics,Santé & Beauté,True,False,,,/boutiques-restaurants/mac-cosmetics
Val d'Europe,val-d-europe,France,Narh Paris,Autre,True,False,,,/boutiques-restaurants/narh-paris
Val d'Europe,val-d-europe,France,NYX Cosmetics,Santé & Beauté,True,False,,,/boutiques-restaurants/nyx-cosmetics
Val d'Europe,val-d-europe,France,Normal,"Culture, Loisirs & Cadeaux",True,False,,,/boutiques-restaurants/normal
Val d'Europe,val-d-europe,France,Nocibé,Autre,True,False,,,/boutiques-restaurants/nocibe
Val d'Europe,val-d-europe,France,Nin&Laur,Mode,True,False,,,/boutiques-restaurants/nin-laur
Val d'Europe,val-d-europe,France,Nike Store,Mode,True,False,,,/boutiques-restaurants/nike-store
Val d'Europe,val-d-europe,France,Nespresso,Autre,True,False,,,/boutiques-restaurants/nespresso
Val d'Europe,val-d-europe,France,Okaïdi - Obaïbi,Mode,True,False,,,/boutiques-restaurants/okaidi-obaibi
Val d'Europe,val-d-europe,France,Oh Nata,Autre,True,False,,,/boutiques-restaurants/oh-nata
Val d'Europe,val-d-europe,France,ONLY,Mode,True,False,,,/boutiques-restaurants/only
Val d'Europe,val-d-europe,France,Orange France Telecom,"Culture, Loisirs & Cadeaux",True,False,,,/boutiques-restaurants/orange-france-telecom
Val d'Europe,val-d-europe,France,OB9 barber’s signature,Autre,True,True,,,/boutiques-restaurants/ob9-barber-s-signature
Val d'Europe,val-d-europe,France,Pandora Store,"Culture, Loisirs & Cadeaux",True,False,,,/boutiques-restaurants/pandora-store
Val d'Europe,val-d-europe,France,Passage du désir,Autre,True,False,,,/boutiques-restaurants/passage-du-desir
Val d'Europe,val-d-europe,France,Parfois,Mode,True,False,,,/boutiques-restaurants/parfois
Val d'Europe,val-d-europe,France,Pharmacie Val d'Europe,Santé & Beauté,True,False,,,/boutiques-restaurants/pharmacie-val-deurope
Val d'Europe,val-d-europe,France,Palais des thés,Autre,True,False,,,/boutiques-restaurants/palais-des-th-s
Val d'Europe,val-d-europe,France,pokawa,Autre,True,False,,,/boutiques-restaurants/pokawa
Val d'Europe,val-d-europe,France,Primark,Mode,True,False,,,/boutiques-restaurants/primark
Val d'Europe,val-d-europe,France,Pamko,Autre,True,False,,,/boutiques-restaurants/pamko
Val d'Europe,val-d-europe,France,Pull & Bear,Mode,True,False,,,/boutiques-restaurants/pull-bear
Val d'Europe,val-d-europe,France,Promovacances,Autre,True,True,,,/boutiques-restaurants/promo-vacances
Val d'Europe,val-d-europe,France,Promod,Mode,True,False,,,/boutiques-restaurants/promod
Val d'Europe,val-d-europe,France,Photomaton,"Culture, Loisirs & Cadeaux",True,False,,,/boutiques-restaurants/photomaton
Val d'Europe,val-d-europe,France,Quick,Restauration,True,False,,,/boutiques-restaurants/quick
Val d'Europe,val-d-europe,France,Rendel,Autre,True,True,,,/boutiques-restaurants/rendel
Val d'Europe,val-d-europe,France,Rituals,Autre,True,False,,,/boutiques-restaurants/rituals
Val d'Europe,val-d-europe,France,Roche Bobois,Autre,True,False,,,/boutiques-restaurants/roche-bobois
Val d'Europe,val-d-europe,France,Ristorante Del Arte,"Culture, Loisirs & Cadeaux",True,True,,,/boutiques-restaurants/ristorante-del-arte
Val d'Europe,val-d-europe,France,SKECHERS®,Mode,True,False,,,/boutiques-restaurants/skechers
Val d'Europe,val-d-europe,France,Sephora,Santé & Beauté,True,False,,,/boutiques-restaurants/sephora
Val d'Europe,val-d-europe,France,Speed Park,Divertissement,True,False,,,/boutiques-restaurants/speed-park
Val d'Europe,val-d-europe,France,Starbucks - Porte de la gare,Restauration,True,False,,,/boutiques-restaurants/starbucks--gare
Val d'Europe,val-d-europe,France,Swarovski,Mode,True,False,,,/boutiques-restaurants/swarovski
Val d'Europe,val-d-europe,France,Stradivarius,Mode,True,False,,,/boutiques-restaurants/stradivarius
Val d'Europe,val-d-europe,France,Springfield,Mode,True,False,,,/boutiques-restaurants/springfield
Val d'Europe,val-d-europe,France,SNIPES,Mode,True,False,,,/boutiques-restaurants/snipes
Val d'Europe,val-d-europe,France,SFR,Services,True,True,,,/boutiques-restaurants/sfr
Val d'Europe,val-d-europe,France,Sergent Major,Mode,True,False,,,/boutiques-restaurants/sergent-major
Val d'Europe,val-d-europe,France,Sac O Val,Autre,True,False,,,/boutiques-restaurants/sac-o-val
Val d'Europe,val-d-europe,France,Sabon,Autre,True,True,,,/boutiques-restaurants/sabon
Val d'Europe,val-d-europe,France,Starbucks,Restauration,True,False,,,/boutiques-restaurants/starbucks
Val d'Europe,val-d-europe,France,TEMA'S CAKE,Autre,True,False,,,/boutiques-restaurants/tema-s-cake
Val d'Europe,val-d-europe,France,Tortilla,"Culture, Loisirs & Cadeaux",True,False,,,/boutiques-restaurants/tortilla
Val d'Europe,val-d-europe,France,Tezenis,Mode,True,False,,,/boutiques-restaurants/tezenis
Val d'Europe,val-d-europe,France,Tabac Nuage et Plume,Autre,True,False,,,/boutiques-restaurants/tabac-nuage-et-plume
Val d'Europe,val-d-europe,France,Uniqlo,Mode,True,False,,,/boutiques-restaurants/uniqlo
Val d'Europe,val-d-europe,France,Undiz,Mode,True,False,,,/boutiques-restaurants/undiz
Val d'Europe,val-d-europe,France,Victoria's Secret,"Culture, Loisirs & Cadeaux",True,False,,,/boutiques-restaurants/victorias-secret
Val d'Europe,val-d-europe,France,Veng Hour,Autre,True,False,,,/boutiques-restaurants/veng-hour
Val d'Europe,val-d-europe,France,We Dough,Autre,True,False,,,/boutiques-restaurants/we-daugh
Val d'Europe,val-d-europe,France,YU BAN,Autre,True,False,,,/boutiques-restaurants/yu-ban
Val d'Europe,val-d-europe,France,Yves Rocher,Santé & Beauté,True,True,,,/boutiques-restaurants/yves-rocher
Val d'Europe,val-d-europe,France,Yogurt Factory,"Culture, Loisirs & Cadeaux",True,True,,,/boutiques-restaurants/yogurt-factory
Val d'Europe,val-d-europe,France,Zara,Mode,True,False,,,/boutiques-restaurants/zara
Val d'Europe,val-d-europe,France,Zing Pop Culture,Autre,True,False,,,/boutiques-restaurants/zing-pop-culture
Créteil Soleil,creteil-soleil,France,5 A SEC,Services,True,True,,,/boutiques-restaurants/5-a-sec
Créteil Soleil,creteil-soleil,France,ADJ,Mode,True,False,,,/boutiques-restaurants/adj
Créteil Soleil,creteil-soleil,France,ADIDAS,Mode,True,True,,,/boutiques-restaurants/adidas
Créteil Soleil,creteil-soleil,France,AMORINO,Restauration,True,True,,,/boutiques-restaurants/amorino
Créteil Soleil,creteil-soleil,France,AUTOCLEAN EXPRESS,Services,True,True,,,/boutiques-restaurants/autoclean
Créteil Soleil,creteil-soleil,France,AUDIO POUR TOUS,Autre,True,True,,,/boutiques-restaurants/audio-pour-tous
Créteil Soleil,creteil-soleil,France,ATOL MON OPTICIEN,Santé & Beauté,True,False,,,/boutiques-restaurants/atol
Créteil Soleil,creteil-soleil,France,AROMA-ZONE,Santé & Beauté,True,False,,,/boutiques-restaurants/aromazone
Créteil Soleil,creteil-soleil,France,ARMAND THIERY HOMME,Mode,True,False,,,/boutiques-restaurants/armand-thiery-homme
Créteil Soleil,creteil-soleil,France,ARMAND THIERY FEMME,Mode,True,False,,,/boutiques-restaurants/armand-thiery-femme
Créteil Soleil,creteil-soleil,France,ANTONELLE,Mode,True,False,,,/boutiques-restaurants/antonelle
Créteil Soleil,creteil-soleil,France,ALAIN AFFLELOU,Santé & Beauté,True,False,,,/boutiques-restaurants/alain-afflelou
Créteil Soleil,creteil-soleil,France,ADOPT',Santé & Beauté,True,True,,,/boutiques-restaurants/adopt
Créteil Soleil,creteil-soleil,France,BALABOOSTE,Mode,True,True,,,/boutiques-restaurants/balabooste
Créteil Soleil,creteil-soleil,France,BIJOU BRIGITTE,"Culture, Loisirs & Cadeaux",True,False,,,/boutiques-restaurants/bijou-brigitte
Créteil Soleil,creteil-soleil,France,BLEU CERISE,Mode,True,False,,,/boutiques-restaurants/bleu-cerise
Créteil Soleil,creteil-soleil,France,BEL CHOU'S,Mode,True,False,,,/boutiques-restaurants/bel-chous
Créteil Soleil,creteil-soleil,France,BODY MINUTE,Santé & Beauté,True,False,,,/boutiques-restaurants/body-nail-hair-minute
Créteil Soleil,creteil-soleil,France,BEXLEY,Mode,True,False,,,/boutiques-restaurants/bexley
Créteil Soleil,creteil-soleil,France,BURGER KING,Restauration,True,False,,,/boutiques-restaurants/burger-king
Créteil Soleil,creteil-soleil,France,BRIOCHE DORÉE (PORTE 23),"Culture, Loisirs & Cadeaux",True,False,,,/boutiques-restaurants/brioche-doree-porte-23
Créteil Soleil,creteil-soleil,France,BRIOCHE DORÉE (PORTE 11),"Culture, Loisirs & Cadeaux",True,False,,,/boutiques-restaurants/brioche-doree-porte-17
Créteil Soleil,creteil-soleil,France,BRIOCHE DORÉE (PORTE 14),"Culture, Loisirs & Cadeaux",True,False,,,/boutiques-restaurants/brioche-doree-porte-14
Créteil Soleil,creteil-soleil,France,BRENDY'S CAFÉ,Restauration,True,True,,,/boutiques-restaurants/brendyscafe
Créteil Soleil,creteil-soleil,France,BLACK AND WHITE BURGER,Restauration,True,False,,,/boutiques-restaurants/black-and-white-burger
Créteil Soleil,creteil-soleil,France,BABOO TEA,Restauration,True,False,,,/boutiques-restaurants/baboo-tea
Créteil Soleil,creteil-soleil,France,BABECO,Restauration,True,False,,,/boutiques-restaurants/babeco
Créteil Soleil,creteil-soleil,France,BRED - BANQUE POPULAIRE,Services,True,False,,,/boutiques-restaurants/bred
Créteil Soleil,creteil-soleil,France,BOUYGUES TELECOM,Services,True,False,,,/boutiques-restaurants/bouygues-telecom
Créteil Soleil,creteil-soleil,France,BNP PARIBAS,Services,True,True,,,/boutiques-restaurants/bnp-paribas
Créteil Soleil,creteil-soleil,France,BLEU LIBELLULE,Santé & Beauté,True,False,,,/boutiques-restaurants/bleu-libellule
Créteil Soleil,creteil-soleil,France,BIOTECH,Santé & Beauté,True,False,,,/boutiques-restaurants/biotech
Créteil Soleil,creteil-soleil,France,BERSHKA,Mode,True,False,,,/boutiques-restaurants/bershka
Créteil Soleil,creteil-soleil,France,BEAUTY QUEEN,Santé & Beauté,True,False,,,/boutiques-restaurants/beauty-queen
Créteil Soleil,creteil-soleil,France,Chik'Chill,Restauration,True,False,,,/boutiques-restaurants/chick-chill
Créteil Soleil,creteil-soleil,France,Chaussea,Mode,True,False,,,/boutiques-restaurants/chaussea
Créteil Soleil,creteil-soleil,France,C&A,Mode,True,False,,,/boutiques-restaurants/c-a
Créteil Soleil,creteil-soleil,France,CRÊPE TOUCH,Autre,True,True,,,/boutiques-restaurants/crepetouch
Créteil Soleil,creteil-soleil,France,CAROLL,Mode,True,False,,,/boutiques-restaurants/caroll
Créteil Soleil,creteil-soleil,France,CLEOR,"Culture, Loisirs & Cadeaux",True,False,,,/boutiques-restaurants/cleor
Créteil Soleil,creteil-soleil,France,CARREFOUR,Supermarchés & Alimentaire,True,False,,,/boutiques-restaurants/carrefour
Créteil Soleil,creteil-soleil,France,CIGUSTO,Autre,True,False,,,/boutiques-restaurants/cigusto
Créteil Soleil,creteil-soleil,France,CYRILLUS,Mode,True,False,,,/boutiques-restaurants/cyrillus
Créteil Soleil,creteil-soleil,France,COURIR,Mode,True,False,,,/boutiques-restaurants/courir
Créteil Soleil,creteil-soleil,France,CLAIRE'S,"Culture, Loisirs & Cadeaux",True,False,,,/boutiques-restaurants/claire-s
Créteil Soleil,creteil-soleil,France,CIC,Services,True,False,,,/boutiques-restaurants/cic
Créteil Soleil,creteil-soleil,France,CELIO,Mode,True,False,,,/boutiques-restaurants/celio
Créteil Soleil,creteil-soleil,France,CARREFOUR VOYAGES,Services,True,False,,,/boutiques-restaurants/carrefour-voyages
Créteil Soleil,creteil-soleil,France,CALZEDONIA,Mode,True,False,,,/boutiques-restaurants/calzedonia
Créteil Soleil,creteil-soleil,France,DU BRUIT DANS LA CUISINE,Maison & Décoration,True,False,,,/boutiques-restaurants/du-bruit-dans-la-cuisine
Créteil Soleil,creteil-soleil,France,DRAEGER,Maison & Décoration,True,False,,,/boutiques-restaurants/draeger
Créteil Soleil,creteil-soleil,France,DEVRED,Mode,True,False,,,/boutiques-restaurants/devred
Créteil Soleil,creteil-soleil,France,DEICHMANN,Mode,True,False,,,/boutiques-restaurants/deichmann
Créteil Soleil,creteil-soleil,France,DARTY,"Culture, Loisirs & Cadeaux",True,False,,,/boutiques-restaurants/darty
Créteil Soleil,creteil-soleil,France,DARJEELING,Mode,True,True,,,/boutiques-restaurants/darjeeling
Créteil Soleil,creteil-soleil,France,EXO SOLEIL,Restauration,True,False,,,/boutiques-restaurants/exo-soleil
Créteil Soleil,creteil-soleil,France,ENCRE SERVICE,Autre,True,False,,,/boutiques-restaurants/encore-service
Créteil Soleil,creteil-soleil,France,ELITE CLUB,Services,True,False,,,/boutiques-restaurants/elite-club
Créteil Soleil,creteil-soleil,France,EDJI,Mode,True,False,,,/boutiques-restaurants/edji
Créteil Soleil,creteil-soleil,France,ESPACE SFR (NIVEAU 2),Santé & Beauté,True,True,,,/boutiques-restaurants/sfr-niv2
Créteil Soleil,creteil-soleil,France,ESPACE SFR (NIVEAU 1),Santé & Beauté,True,True,,,/boutiques-restaurants/sfr-niv1
Créteil Soleil,creteil-soleil,France,EVERWOOD,Restauration,True,False,,,/boutiques-restaurants/everwood
Créteil Soleil,creteil-soleil,France,ETAM,Mode,True,False,,,/boutiques-restaurants/etam
Créteil Soleil,creteil-soleil,France,FIVE GUYS,Restauration,True,False,,,/boutiques-restaurants/five-guys
Créteil Soleil,creteil-soleil,France,FREE,Services,True,True,,,/boutiques-restaurants/free
Créteil Soleil,creteil-soleil,France,FRANCK PROVOST,Santé & Beauté,True,True,,,/boutiques-restaurants/franck-provost
Créteil Soleil,creteil-soleil,France,FOOT LOCKER,Mode,True,False,,,/boutiques-restaurants/foot-locker
Créteil Soleil,creteil-soleil,France,FOOTKORNER,Mode,True,False,,,/boutiques-restaurants/footkorner
Créteil Soleil,creteil-soleil,France,FNAC,"Culture, Loisirs & Cadeaux",True,False,,,/boutiques-restaurants/fnac
Créteil Soleil,creteil-soleil,France,FITNESS PARK,Mode,True,True,,,/boutiques-restaurants/fitness-park
Créteil Soleil,creteil-soleil,France,FABIO SALSA,Santé & Beauté,True,False,,,/boutiques-restaurants/fabio-salsa
Créteil Soleil,creteil-soleil,France,Gold Service,Autre,True,False,,,/boutiques-restaurants/gold-service
